name	id	component_based	item_version	component_nbt_bytes
minecraft:bone_block	216	false	NONE	3
minecraft:lapis_block	22	false	NONE	3
minecraft:coal_ore	16	false	NONE	3
minecraft:bamboo_shelf	-1056	false	NONE	3
minecraft:redstone_ore	73	false	NONE	3
minecraft:waxed_copper_chest	-1035	false	NONE	3
minecraft:waxed_copper_chain	-1078	false	NONE	3
minecraft:nether_brick_fence	113	false	NONE	3
minecraft:pale_oak_button	-989	false	NONE	3
minecraft:crimson_hyphae	-299	false	NONE	3
minecraft:wildflowers	-1024	false	NONE	3
minecraft:polished_blackstone_stairs	-292	false	NONE	3
minecraft:polished_sulfur_stairs	-1100	false	NONE	3
minecraft:waxed_weathered_copper_grate	-774	false	NONE	3
minecraft:ender_chest	130	false	NONE	3
minecraft:warped_double_slab	-267	false	NONE	3
minecraft:jungle_wall_sign	-189	false	NONE	3
minecraft:sculk_sensor	-307	false	NONE	3
minecraft:oak_shelf	-1047	false	NONE	3
minecraft:diorite_stairs	-170	false	NONE	3
minecraft:stripped_cherry_log	-535	false	NONE	3
minecraft:crimson_button	-260	false	NONE	3
minecraft:honeycomb_block	-221	false	NONE	3
minecraft:blackstone	-273	false	NONE	3
minecraft:chorus_flower	200	false	NONE	3
minecraft:cinnabar_brick_double_slab	-1121	false	NONE	3
minecraft:polished_cinnabar_double_slab	-1116	false	NONE	3
minecraft:cracked_nether_bricks	-303	false	NONE	3
minecraft:powered_repeater	94	false	NONE	3
minecraft:deepslate_tiles	-387	false	NONE	3
minecraft:red_mushroom	40	false	NONE	3
minecraft:gilded_blackstone	-281	false	NONE	3
minecraft:exposed_cut_copper_stairs	-355	false	NONE	3
minecraft:mangrove_stairs	-488	false	NONE	3
minecraft:unknown	-305	false	NONE	3
minecraft:yellow_candle_cake	-434	false	NONE	3
minecraft:dropper	125	false	NONE	3
minecraft:jungle_stairs	136	false	NONE	3
minecraft:pink_petals	-549	false	NONE	3
minecraft:infested_deepslate	-454	false	NONE	3
minecraft:soul_torch	-268	false	NONE	3
minecraft:podzol	243	false	NONE	3
minecraft:crimson_fence_gate	-258	false	NONE	3
minecraft:deadbush	32	false	NONE	3
minecraft:waxed_weathered_copper_golem_statue	-1045	false	NONE	3
minecraft:suspicious_gravel	-573	false	NONE	3
minecraft:brick_block	45	false	NONE	3
minecraft:waxed_weathered_copper_trapdoor	-798	false	NONE	3
minecraft:stripped_birch_log	-6	false	NONE	3
minecraft:cave_vines	-322	false	NONE	3
minecraft:melon_stem	105	false	NONE	3
minecraft:crimson_planks	-242	false	NONE	3
minecraft:waxed_weathered_cut_copper	-353	false	NONE	3
minecraft:horn_coral_wall_fan	-137	false	NONE	3
minecraft:waxed_oxidized_copper_trapdoor	-799	false	NONE	3
minecraft:brick_stairs	108	false	NONE	3
minecraft:wall_sign	68	false	NONE	3
minecraft:waxed_oxidized_copper_golem_statue	-1046	false	NONE	3
minecraft:dark_oak_stairs	164	false	NONE	3
minecraft:birch_double_slab	-810	false	NONE	3
minecraft:glass_pane	102	false	NONE	3
minecraft:chiseled_deepslate	-395	false	NONE	3
minecraft:weathered_lightning_rod	-1060	false	NONE	3
minecraft:bamboo_trapdoor	-520	false	NONE	3
minecraft:mangrove_wall_sign	-495	false	NONE	3
minecraft:light_gray_candle_cake	-438	false	NONE	3
minecraft:cherry_leaves	-548	false	NONE	3
minecraft:darkoak_wall_sign	-193	false	NONE	3
minecraft:cyan_glazed_terracotta	229	false	NONE	3
minecraft:chiseled_tuff_bricks	-759	false	NONE	3
minecraft:cracked_deepslate_bricks	-410	false	NONE	3
minecraft:fire_coral_wall_fan	-907	false	NONE	3
minecraft:flowing_lava	10	false	NONE	3
minecraft:jungle_fence_gate	185	false	NONE	3
minecraft:resin_brick_wall	-1017	false	NONE	3
minecraft:exposed_copper_grate	-769	false	NONE	3
minecraft:coal_block	173	false	NONE	3
minecraft:exposed_copper_chest	-1032	false	NONE	3
minecraft:exposed_copper_chain	-1075	false	NONE	3
minecraft:waxed_double_cut_copper_slab	-372	false	NONE	3
minecraft:item.kelp	-138	false	NONE	3
minecraft:sulfur_double_slab	-1094	false	NONE	3
minecraft:chorus_plant	240	false	NONE	3
minecraft:water	9	false	NONE	3
minecraft:chemical_heat	192	false	NONE	3
minecraft:mud_brick_stairs	-480	false	NONE	3
minecraft:unpowered_repeater	93	false	NONE	3
minecraft:white_glazed_terracotta	220	false	NONE	3
minecraft:acacia_trapdoor	-145	false	NONE	3
minecraft:weathered_copper_chest	-1033	false	NONE	3
minecraft:weathered_copper_chain	-1076	false	NONE	3
minecraft:glow_lichen	-411	false	NONE	3
minecraft:pale_moss_block	-1009	false	NONE	3
minecraft:soul_lantern	-269	false	NONE	3
minecraft:bee_nest	-218	false	NONE	3
minecraft:bubble_column	-160	false	NONE	3
minecraft:calibrated_sculk_sensor	-580	false	NONE	3
minecraft:stripped_acacia_log	-8	false	NONE	3
minecraft:cobbled_deepslate_double_slab	-396	false	NONE	3
minecraft:warped_fence	-257	false	NONE	3
minecraft:cherry_standing_sign	-542	false	NONE	3
minecraft:pale_oak_shelf	-1055	false	NONE	3
minecraft:waxed_exposed_copper_trapdoor	-797	false	NONE	3
minecraft:mossy_stone_brick_stairs	-175	false	NONE	3
minecraft:waxed_copper	-344	false	NONE	3
minecraft:end_rod	208	false	NONE	3
minecraft:crimson_stem	-225	false	NONE	3
minecraft:tuff_brick_double_slab	-756	false	NONE	3
minecraft:warped_hyphae	-298	false	NONE	3
minecraft:poplar_pressure_plate	-1134	false	NONE	3
minecraft:resin_bricks	-1013	false	NONE	3
minecraft:tuff_stairs	-746	false	NONE	3
minecraft:grass_block	2	false	NONE	3
minecraft:item.reeds	83	false	NONE	3
minecraft:deepslate_gold_ore	-402	false	NONE	3
minecraft:item.camera	242	false	NONE	3
minecraft:vault	-314	false	NONE	3
minecraft:beehive	-219	false	NONE	3
minecraft:stripped_poplar_log	-1131	false	NONE	3
minecraft:glass	20	false	NONE	3
minecraft:wither_rose	-216	false	NONE	3
minecraft:waxed_weathered_cut_copper_stairs	-360	false	NONE	3
minecraft:bamboo_mosaic_stairs	-523	false	NONE	3
minecraft:polished_blackstone_pressure_plate	-295	false	NONE	3
minecraft:acacia_standing_sign	-190	false	NONE	3
minecraft:cinnabar	-1109	false	NONE	3
minecraft:tuff_brick_stairs	-757	false	NONE	3
minecraft:exposed_copper_bulb	-777	false	NONE	3
minecraft:crimson_stairs	-254	false	NONE	3
minecraft:stripped_spruce_log	-5	false	NONE	3
minecraft:waxed_oxidized_copper_bulb	-783	false	NONE	3
minecraft:poplar_planks	-1133	false	NONE	3
minecraft:pumpkin_stem	104	false	NONE	3
minecraft:deepslate_emerald_ore	-407	false	NONE	3
minecraft:quartz_bricks	-304	false	NONE	3
minecraft:unpowered_comparator	149	false	NONE	3
minecraft:end_brick_stairs	-178	false	NONE	3
minecraft:weathered_copper_lantern	-1085	false	NONE	3
minecraft:item.nether_sprouts	-238	false	NONE	3
minecraft:verdant_froglight	-470	false	NONE	3
minecraft:resin_block	-1021	false	NONE	3
minecraft:warped_stem	-226	false	NONE	3
minecraft:stripped_crimson_hyphae	-300	false	NONE	3
minecraft:cocoa	127	false	NONE	3
minecraft:lever	69	false	NONE	3
minecraft:cinnabar_stairs	-1112	false	NONE	3
minecraft:weathered_copper_trapdoor	-794	false	NONE	3
minecraft:mangrove_fence	-491	false	NONE	3
minecraft:oxidized_copper_grate	-771	false	NONE	3
minecraft:item.straw_bed	-1198	false	NONE	3
minecraft:weathered_copper	-342	false	NONE	3
minecraft:poplar_double_slab	-1136	false	NONE	3
minecraft:ice	79	false	NONE	3
minecraft:item.bed	26	false	NONE	3
minecraft:web	30	false	NONE	3
minecraft:oxidized_copper_chest	-1034	false	NONE	3
minecraft:polished_blackstone_wall	-297	false	NONE	3
minecraft:waxed_exposed_double_cut_copper_slab	-373	false	NONE	3
minecraft:bubble_coral_wall_fan	-136	false	NONE	3
minecraft:poplar_stairs	-1137	false	NONE	3
minecraft:azalea	-337	false	NONE	3
minecraft:mud_bricks	-475	false	NONE	3
minecraft:birch_wall_sign	-187	false	NONE	3
minecraft:bamboo_wall_sign	-519	false	NONE	3
minecraft:sulfur_brick_wall	-1106	false	NONE	3
minecraft:bush	-1023	false	NONE	3
minecraft:bamboo_sapling	-164	false	NONE	3
minecraft:standing_banner	176	false	NONE	3
minecraft:budding_amethyst	-328	false	NONE	3
minecraft:jungle_double_slab	-811	false	NONE	3
minecraft:purple_glazed_terracotta	219	false	NONE	3
minecraft:weathered_cut_copper	-349	false	NONE	3
minecraft:bedrock	7	false	NONE	3
minecraft:dried_kelp_block	-139	false	NONE	3
minecraft:blackstone_stairs	-276	false	NONE	3
minecraft:blue_ice	-11	false	NONE	3
minecraft:dead_horn_coral_wall_fan	-910	false	NONE	3
minecraft:weathered_double_cut_copper_slab	-370	false	NONE	3
minecraft:netherrack	87	false	NONE	3
minecraft:mangrove_button	-487	false	NONE	3
minecraft:waxed_oxidized_lightning_rod	-1065	false	NONE	3
minecraft:allow	210	false	NONE	3
minecraft:cherry_wood	-546	false	NONE	3
minecraft:polished_cinnabar	-1114	false	NONE	3
minecraft:bamboo_standing_sign	-518	false	NONE	3
minecraft:cherry_log	-536	false	NONE	3
minecraft:prismarine_stairs	-2	false	NONE	3
minecraft:polished_tuff_stairs	-751	false	NONE	3
minecraft:nether_brick	112	false	NONE	3
minecraft:deepslate_iron_ore	-401	false	NONE	3
minecraft:item.wheat	59	false	NONE	3
minecraft:waxed_cut_copper	-351	false	NONE	3
minecraft:iron_chain	-286	false	NONE	3
minecraft:spore_blossom	-321	false	NONE	3
minecraft:crimson_standing_sign	-250	false	NONE	3
minecraft:emerald_ore	129	false	NONE	3
minecraft:pointed_dripstone	-308	false	NONE	3
minecraft:netherreactor	247	false	NONE	3
minecraft:exposed_copper_golem_statue	-1040	false	NONE	3
minecraft:item.cauldron	118	false	NONE	3
minecraft:cave_vines_head_with_berries	-376	false	NONE	3
minecraft:dark_oak_trapdoor	-147	false	NONE	3
minecraft:item.brewing_stand	117	false	NONE	3
minecraft:red_poplar_leaves	-1145	false	NONE	3
minecraft:weathered_copper_bulb	-778	false	NONE	3
minecraft:end_portal	119	false	NONE	3
minecraft:acacia_fence_gate	187	false	NONE	3
minecraft:lit_smoker	-199	false	NONE	3
minecraft:lapis_ore	21	false	NONE	3
minecraft:waxed_copper_lantern	-1087	false	NONE	3
minecraft:repeating_command_block	188	false	NONE	3
minecraft:yellow_poplar_leaves	-1146	false	NONE	3
minecraft:cherry_planks	-537	false	NONE	3
minecraft:polished_deepslate	-383	false	NONE	3
minecraft:tuff_double_slab	-745	false	NONE	3
minecraft:cinnabar_brick_wall	-1123	false	NONE	3
minecraft:furnace	61	false	NONE	3
minecraft:amethyst_cluster	-329	false	NONE	3
minecraft:waxed_chiseled_copper	-764	false	NONE	3
minecraft:poplar_log	-1132	false	NONE	3
minecraft:crimson_fence	-256	false	NONE	3
minecraft:dispenser	23	false	NONE	3
minecraft:item.soul_campfire	-290	false	NONE	3
minecraft:wooden_pressure_plate	72	false	NONE	3
minecraft:lime_candle_cake	-435	false	NONE	3
minecraft:trial_spawner	-315	false	NONE	3
minecraft:grass_path	198	false	NONE	3
minecraft:waxed_weathered_lightning_rod	-1064	false	NONE	3
minecraft:pale_oak_double_slab	-999	false	NONE	3
minecraft:cherry_fence_gate	-533	false	NONE	3
minecraft:gray_glazed_terracotta	227	false	NONE	3
minecraft:bamboo_mosaic	-509	false	NONE	3
minecraft:raw_iron_block	-451	false	NONE	3
minecraft:iron_block	42	false	NONE	3
minecraft:stripped_mangrove_log	-485	false	NONE	3
minecraft:copper_lantern	-1083	false	NONE	3
minecraft:tube_coral_wall_fan	-135	false	NONE	3
